city,tone,comment
Москва,positive,
Белград,positive ,
Москва,positive,Супер!
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"В этот раз чуть помогло бы уточнение к какой стороне завода нужно подходить, в дождь было бы полезно"
Санкт-Петербург,neutral ,"Попробовали несколько видов крафтового мороженого на производстве.мороженое вкусное. В целом мероприятие ок, но не вау"
Москва,positive,
Москва,positive,"Пешеходная экскурсия - просто бомба! Очень понравилось! Дождь нисколько не испортил впечатления от прогулки. Гид Ирина - большая умничка, очень интересно и с юмором рассказывала, показывала и даже угощала. Экскурсия прошла на одном дыхании. Видно, что гид занимается любимым делом. ;  Узнал много нового и интересного. Рекомендую абсолютно всем это мероприятие! ;  ;  P.S. отдельная благодарность координатору Сусанне, которая качественно организовала процесс, сориентировала в правильном направлении :)"
Москва,neutral,"Мероприятие было плохо организовано: было очень мало материалов, говорили, что следующей группе может не хватить, остались только непопулярные цвета воска, которые не использовала предыдущая группа; мастер-класс длился максимум полчаса; мальчик, который проводил мастер-класс неуместно шутил; все хаотично ходили по помещению и были предоставлены сами себе"
Москва,negative,"4 балла поставил, т.к. гребля как вид деятельности очень нравится;  Организации никакой не было. Дали инструктора Викторию, которая, как оказалось, сама в первый раз выступает «рулевой». ;  Инструктажа не было, что и как делать никто не рассказал (хотя изначально все сказали что в первый раз). Из-за того что сам инструктор впервые был на такой роли - весь процесс был испорчен. ;  Устраивали какие-то гонки, когда даже спокойно плыть (синхронно) лодка не могла.;  Гребля - очень крутой вид спорта;  Организация - отсутствовала;  ;  п.с. пишите в следующий раз, что нужны перчатки - у половины людей все руки в крови и мозолях"
Белград,positive ,
Белград,positive ,"Лекция и практика были интересными и очень полезными. Ведущий - очень грамотный, понятно и доступно говорил о сложных вещах. ;  Можно было бы сделать с ним курс на гимнастику для спины, что сделало бы сотрудников более злоровыми"
Белград,positive ,"Помещение было не идеальное: чуть душновато и не всегда хорошо видно проектор;  А так интересно, полезно, хорошо организованно"
Москва,positive,
Москва,positive,"Еще добавляю к предыдущему отзыву;  Все руки в мозолях - лучше предупреждать, чтобы брать с собой перчатки"
Москва,positive,"В данном батутном центре только 1 батут в секции с подушкой на мелкой сетке, остальные сделаны из более крупной нити и ячейки больше, по ним просто больно прыгать, но идея с батутным центром огонь"
Москва,positive,
Москва,positive,"Прошло неплохо. Так как процесс изготовления свечей простой скорость и подачу объяснения мастера можно простить. ;  Понравилась студия, красивая, есть угощения для гостей. ;  Расстроило, что воск был не натурального цвета, а покрашенный. А на превью события был натуральный, поэтому ожидание/реальность не совпадают."
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,Экскурсия супер!! Спасибо большое!
Москва,positive,
Москва,positive,"Все очень понравилось, мастер все подробно рассказала, была дегустация шоколада и какао, и сам процесс просто волшебный. Спасибо за такое мероприятие!"
Москва,positive,"Прикольно. Достаточно простой МК, всерьез научиться там чему-то сложно, но в качестве развлечения в самый раз."
Москва,positive,Сделать постоянные тренировки для Яндексоидов по одному виду спорта
Белград,positive ,
Белград,positive ,
Белград,positive ,"Интересная экскурсия, аквариум небольшой, но много разных видов рыб, пресмыкающихся и земноводных. Спасибо!"
Нижний Новгород,neutral,"Заявлено, что 1 час 30 минут длительность. По факту все длилось 30 минут."
Санкт-Петербург,positive ,
Москва,positive,
Москва,positive,
Белград,positive ,"Было хорошо организовано разделение групп на 2 части.;  Интересно послушать интересные факты про водных обитателей. ;  ;  Так как океанариум частный, то интересно было бы узнать еще цели открытия и как привозят всех этих животных в Сербию.;  ;  Один из этапов экскурсии был фильм, можно его чуть укоротить или заменить фильм на лекцию или добавить больше интерактива с живым человеком. Так приглашенных ребят для проведения экскурсии слушать было интересно и познавательно."
Москва,positive,
Белград,positive ,
Москва,positive,"Ооочень классное мероприятие! Спасибо вам большое, что нашли таких интересных ребят! Варвара прекрасна:)"
Москва,positive,"К 15 часам у ребят закончились красивые цвета вощины;  Справиться со всем можно минут за 30;  Когда уходила (гораздо раньше положенного, потому что все сделала) девочки переживали;  Каким-то группам рассказывают что-то про вощину, каким-то - нет;  Но в целом для общего развития ок"
Белград,positive ,"Очень понравился экскурсовод. Было интересно послушать факты про Югославию и жизнь Титто. ;  ;  Иногда хотелось чуть больше свободы в первом здании музея, так как всегда приходилось выбирать, либо слушать экскурсию, либо рассматривать представленные экспонаты."
Белград,positive ,"Классный фестиваль с местными пивоварнями.;  Можно было окунуться в атмосферу Сербской музыки.;  ;  ;  Из небольших минусов:;  1) Встречу лучше было сразу назначать у вип-входа, а не у обычного. Так как после выдачи билетов необходимо было дойти до вип-входа, а он располагался с обратной стороны парка. ;  2) Не особо понятно было, что давал вип-браслет, так как на сайте об этом тоже было мало информации."
Белград,positive ,"Круто, весело вместе с коллегами провели время.;  Небольшой минус, что детям было скучновато."
Москва,positive,
Белград,positive ,"Разошлись ожидания от описания и содержания мероприятия.;  Так как из описания, казалось что это будет единые катакомбы.;  ;  Сами подземные места были интересные и сопровождались краткой историей."
Москва,positive,
Новосибирск,positive,
Москва,positive,
Санкт-Петербург,neutral ,"1. Непонятный выбор локации: зачем ехать 40 минут в одну сторону, 40 минут в другую, если можно было просто в офисе пораскрашивать змеев?;  2. Про локацию надо писать заранее. Мы находились недалеко от Сестрорецка и, получается, зря поехали в офис.;  3. Раз уж ехать в парк отель, то можно позвать туда намного больше людей, сделать несколько станций, пикник устроить."
Москва,positive,"Больше подробного, на велосипеде, и +1 хорошо бы добавить"
Москва,positive,
Москва,positive,"Мероприятие отменили в последний момент из-за погоды, но меня это нисколько не огорчило, хотя Я и хотел послушать музыку.;  ;  Прогулялся по парку, встретили очень позитивные организаторы, напоили, накормили. Надеюсь, что финансы за еду организаторам наша компания возвращает.;  ;  Здорово поболтали, здорово провёл время;   Всем спасибо!"
Москва,positive,
Белград,positive ,
Москва,negative,"Быстро, скучно."
Москва,positive,"Классный экскурсовод - интересно и живо рассказывает, очень позитивный координатор. Нас половину пути полоскал ливень, но девушки не теряли позитива"
Москва,positive,
Москва,positive,"Очень вкусно, интересно и аппетитно 😋"
Белград,positive ,
Москва,positive,
Москва,positive,
Белград,positive ,
Москва,positive,Все мк в доме липы полный восторг
Санкт-Петербург,positive ,"больше подобных мероприятий, было здорово"
Москва,positive,"Очень понравилось, спасибо! Интересно увлекательно"
Санкт-Петербург,positive ,
Москва,positive,
Москва,positive,
Москва,positive,"На спортивные мероприятия, кажется, обязательно нужна вода :) ;  Пришлось покупать в кофемании за 600р :) ;  ;  И парковку поближе было бы здорово организовать :)"
Сочи,positive,Все супер
Сочи,positive,
Белград,positive ,
Белград,positive ,
Белград,positive ,"Один из самых лучших из лето вместе, жалел нельзя с +1"
Москва,positive,
Москва,positive,"Стол большой, плохо слышно ведущего и игроков"
Минск,positive,"Отличное мероприятие! Было сложно, но проработали все тело, что очень полезно при нашей сидячей работе."
Минск,positive,"Было очень интересно, всей командой бегали по комнатам и разгадывали загадки!"
Москва,neutral,"Не все правила бункера соблюдались и из-за этого было не очень интересно играть, например - мы совсем не разбирали: как справится с катастрофой."
Москва,positive,"У нас вел мальчик у которого профиль другая игра, поэтому поиграли не в полной мере в бункер, не отыграли катастрофы. Провел хорошо, но не раскрыл магию игры, чувствовала что его игра не вдохновляет;  Яндекс спасибо что устроили такой интерактив, было очень классно.)))"
Москва,positive,"Экскурсия - просто ВАУ! Очень понравилось, интересно и познавательно! Побольше таких здоровских мероприятий! Благодарю гида за нетривиальный исторический экскурс. Дождь не испортил событие."
Москва,positive,"Интересная экскурсия, все понравилось. Читальный зал привел в восторг, такой масштаб, красота, виды из окна, голубой потолок. В общем очень понравилось, буду всем рекомендовать к посещению"
Москва,positive,
Москва,positive,
Москва,neutral,"Отличная игра и атмосфера на десятку. Место не очень удобное. Жаль, что нельзя потратить депозит: кухня не работает (от 1,5 часов заказы), официантов нет (есть только те, кто приносит)"
Москва,positive,"Игра интересная, можно заранее прикреплять правила к карточке. И большая просьба собирать предзаказ на депозит в кухню и бар, ожидание в 1,5 часа это ту мач. Причем на всех играх было так."
Белград,positive ,
Москва,positive,"Хорошая компания, хорошая атмосфера. Играл в настолку первый раз.;  Рассадка не удобная. Прямоугольный стол, за которым людям с одного конца не слышно людей с другого конца.;  Шум и музыка в помещении мешают услышать людей за твоим столом.;  Мало времени на обсуждение или его вообще нет.;  Больше похоже на морской бой, когда выбор просто по карточкам, почти нет возможности проявить себя как игроку."
Москва,positive,
Белград,negative ,"Еда была без подписей и только Веге, нормальной не было совсем ;  Напитков было 2 вида, тоже без подписей, что за напиток. Слишком маленький выбор.;  Активности хорошие. Но очередь длинная. ;  В целом для активности в воскресенье вечер - не очень, рассчитано на 10% людей кому может быть интересно Веге и йога, медитации"
Москва,positive,Интересная экскурсия
Санкт-Петербург,positive ,
Москва,positive,"Офигенно, что был депозит, очень приятно!!"
Москва,positive,Шикарный спикер.;  В помещении душновато.
Москва,positive,"Очень интересная лекция, видно, что лектор вложил всю душу, было очень приятно его слушать."
Москва,positive,
Москва,positive,"Лекция класс, очень интересный рассказ;  ;  Из минусов - можно было бы сделать перерыв на 10 минут в середине лекции, а то под конец очень устали сидеть"
Белград,positive ,Хотелось бы больше времени на просто погулять по океанариуму
Белград,positive ,Не хватило немного разнообразия блюд. Активности были супер! Большая очередь на таро :)
Сочи,positive,
Москва,positive,"Занималась с тренером Али. Было очень круто, все получилось с первого раза. Виндсёрфинг оказался захватывающим. Надеюсь, что приду сюда снова"
Белград,positive ,
Москва,positive,"Все было круто! Только очень жарко😄;  Я бы сходила на мастер-классы и других видов танцев. ;  Из пожеланий: просьба указывать, какую сменную одежду и обувь предпочтительнее взять с собой, т.к. в описании была только обувь."
Нижний Новгород,neutral,"Очень маленькое помещение, было невероятно душно;  Не понравился кальян, которые сделали местные кальянщики"
Нижний Новгород,neutral,
Москва,positive,"Все супер, вышел из зала мокрый, как после бассейна, а еще немножко опасно -- пару раз мне напарник чуть шею не свернул неудачным броском:);  А еще немножко снизил бал из-за того, что тренер-бразилец и не говорил по-русски, да и по-английски весьма слабо. Из-за этого вопросы задавать было труднее. Хотя сам по себе, он милашка. В остальном, рекомендую, но обязательно берите удобную одежду, футболку, шорты. Кроссовки не нужны, занятие ведется на мате. И не забудьте воды! много воды!:)"
Москва,positive,"Все хорошо, спасибо экскурсоводу и волонтёру за организацию. проливной дождь не испортил нам впечатление, было интересно."
Москва,positive,"Великолепно. Снизил бал за то, что было душновато, ввиду количества гостей"
Санкт-Петербург,positive ,
Москва,positive,"Отлично, осталась прикольная футболка на память, довольно просто и быстро, и место приятное);  Не понравились ребята, которые на барабанах играли -- очень громко, раздражало"
Москва,positive,"Интересно, но очень мало времени, всего час. хотя бы два бы."
Москва,positive,Все хорошо
Москва,positive,"Приятные и атмосферные интерьеры. Сделали по две свечи, под чутким руководством интсруктора, потом нас угостили чаем с конфетами. Очень мило и медитативно.;  Непонятно почему в расписании занят слот под 3 часа -- мы всё сделали за полтора."
Москва,positive,"Нормально, но;  - мало времени, стараться было некогда.;  - почему-то дали на выбор три картины, из которых надо было общим голосованием выбрать одну, которую потом будем все вместе синхронно срисовывать под присмотром преподавателя. ;  Я НЕ голосовал за победителя и в итоге рискнул рисовать все таки своего персонажа отдельно от общего потока. Благо мне помогала чудесная художница Маша. Но вообще, стоит либо убрать этап выбора, все рисуют одно и только одно. либо, чтобы по всем трём персонажам был свой преподаватель, можно для этого группы распределить по разным концам зала. ;  ;  - я рассчитывал на чуть больше теории и отработки точечных навыков, а в итоге мы просто срисовывали. Это не мастер-класс по аниме, имхо)"
Москва,positive,"Сама идея и наполнение прикольные, но улучшить точно было что;  Сам МК проходил в подвальном помещении, практически без вентиляции, хотя там проходит работа с краской;  Людей было слишком много, даже сам владелец студии сказал, что на такое количество они не рассчитывали. Мастера не успевали выполнять все подготовительные работы из-за этого каждый последующий сеанс задерживался еще сильнее;  И хотелось бы больше времени на каждого участника. Получилось, что ты практически не можешь управлять результатом картины, потому что не понимаешь что на что влияет и как сделать так, как ты хочешь, чтобы получилось. Если бы хотя бы по 5 минут на каждого могли бы уделить, чтобы обсудить процесс реализации - было бы приятнее (у нас один мастер был на 5 человек, поэтому думаю это реалистично выполнить)"
Москва,positive,"Очень понравились активности и питание! Огорчило то, что была заявлена йога, а ее не случилось"
Москва,positive,"Очень классный подбор организатора - художник на большом листе прорисовывала и все детально объясняла этап за этапом, цвет за цветом. И в процессе еще помогали каждому, чтобы никто ничего не упустил"
Белград,positive ,"Нам очень понравилось. ;  Большое спасибо за организацию мероприятий, которые можно посетить с семьей и детьми!;  ;  Из пожеланий - а может быть можно рассмотреть вопрос организации выезда в аквапарк?"
Нижний Новгород,positive,
Москва,neutral,"1)При входе была путаница и скопление людей с браслетами и без, хочется как-то без нервов, без толпы и на позитиве, но не вышло, не в этот раз.;  2)локация не интересна совершенно, кроме как Москвы-Сити смотреть не на что( вокруг одна стройка."
Воронеж,positive,
Санкт-Петербург,positive ,Не хватало референсных образцов флорариума.
Новосибирск,negative,"Очень не понравилась еда и напитки. Еда была невкусная и жирная, а из напитков бесплатно только очень сладкий лимонад из сиропа и воды. ;  В целом, мероприятие было супер, если бы выбрали заведение в городе классом чуть выше."
Новосибирск,positive,Очень классное мероприятие!
Новосибирск,positive,Понравилось и хотелось бы больше таких мероприятий
Казань,positive,
Москва,positive,
Белград,positive ,
Санкт-Петербург,neutral ,"Мастер-класс оставил двоякие впечатления. Как дегустация - хорошо, дети действительно попробовали 5 видов свежеприготовленнного мороженного.;  ;  Как мастер класс - очень плохо. ;  1) Маленькое тесное помещение, куда трудно уместить такое количество взрослых и детей.;  2) Мастер-класс был скорее в формате лекции. При этом то, что рассказывали ведущие (хоть они и очень старались) было детям не очень интересно. Лекция была достаточно суетливой, так как ведущим приходилось параллельно отвлекаться и делать мороженное.;  3) Из формата мастер класса дети один раз окунули уже готовой эскимо в шоколад и одна девочка один раз нажала одну кнопку на машине, которая делает мороженное.;  4) Вместо заявленных 2х часов по факту мероприятие длилось около часа.;  ;  Мне кажется было бы правильным разбить МК на две части: ;  1) Гости действительно изучают процесс изготовления мороженного и делают что-то своими руками (не знаю насколько это возможно технически) - при чем важно чтобы это было реально для детей 4-5 лет и при этом интересно для детей 8-9 лет (на мероприятии были и такие и такие).;  2) Гости дегустируют мороженное, которое готовят профессиональные ведущие (желательно не все и сразу, а растянуть дегустацию по времени мастер класса)"
Москва,positive,"Огромное спасибо организаторам и всем причастным. Всё пошло на высшем уровне, координаторы внимательные, ведущие веселые, альпаки милейшие. Ребенок в восторге, впечатлений хватит надолго"
Москва,negative,"Я была на мк вместе с +1. Зарегистрировались на 15:00, пришли в 14:40, то есть заранее. Девушка яндексоид все четко сказала куда нам проходить и ждать, так мы и сделали. На этом вся организация этого мероприятия и заканчивается, организации от самого мероприятия и не было. Внутри начинается полная неразбериха, никто не приглашал, не говорили что надо делать, а мы там первый раз и откуда знаем какие у нас действия? Мы встали в очередь за красками, отстояли половину, потом обнаружилось, что нужно надеть фартуки, все вышли из очереди и встали заново после того, как оделись. В итоге на нас очередь остановилась и места закончили как оказалось (это уже было 15:40, МК начался в 15:00 как бы). В этот момент еще никто не начал мастер класс, ребята из студии бегали и убирали за предыдущей группой. Мы стояли втроем из оставшихся и пытались выбить себе место, пытались как-то просить подвинуть других, потому что пару свободный мест можно было потеснить. Самое интересное, что работники из студии, когда нас в очереди осталось всего трое, сказали: ну мест нет, придется ждать следующую группу. И даже не пытались найти места для нас троих (или хотя бы для двоих - меня и +1 или хотя бы одной девочки). Ведь три человека, это не десять, где нужен целый стол?! В итоге мы сами выбили эти 2 места(мой плюс один уже пожертвовал своим местом), чтобы хотя бы начать(на часах уже 16:20), нам налили краску, мы начали, нарисовали за 15 минут и убежали оттуда как от страшного сна. В итоге испорченное настроение, нам толком не рассказали что мы смешивали, как правильно и тд, мой плюс один не воспользовался услугой. А еще в какой-то рандомный момент, когда мы красили и они с чем-то разбирались, нас спросили: не платники ли мы(интересно, тогда было бы другое отношение к нам?);  ;  Скажу, что были на речном кораблике 19.07 в пт в 20:00 - и там и организация и сама прогулка были классные, единственное что хотелось бы добавить - экскурсию, может быть что-то неожиданное и интересное услышать о типичном маршруте);  ;  Спасибо команде Лето вместе и всему Яндексу!"
Москва,negative,"Самое провальное мероприятие Лета вместе из тех ,что я посетила!;  В Студии никто не встречал, ничего не объяснил, кто-то из заранее пришедших сидел скромно при входе, кто понаглее пошел изучать материалы для свеч (и соответственно, выбрал себе самые красивые цвета листов вощины). Все было очень хаотично, объяснение заняло 5 минут и как было указано в описании, что будет сделано 2 разные свечи - это совсем не так. Разница свеч была только в размере (высота+ширина) и аромате/блестках/сухоцветах, которые каждый прилепит.;  Ждали 20 минут опаздывающих, просто сидя в душных комнатах: из 3х комнат кондиционер был только в одной.;  Кто приходил позже ходили заглядывали какие у кого листы вощины и грустнели от отсутствия выбора. Студия эту проблему решать не хотела, говорили ;что есть на столах то и берите;. Максимально дискомфортные ощущения и потраченное время(((;  ;  Буду очень признательна за возврат токена за данное мероприятие"
Новосибирск,neutral,"В лучшем случае была доступна только треть игр из списка - все остальные были с кнопкой ;купить; и нам их включать не разрешили.;  ;  Для тех, кто не ходит в компьютерные клубы, вообще ничего непонятно, а одного мальчика-помощника не хватало. А потом он и вовсе исчез"
Казань,positive,Лучшее мероприятие! Побольше таких надо.
Москва,positive,"В описании мероприятия не хватает описание куда конкретно нужно подойти, описания окружения (например, ;спуск по лестнице около синей будки; или типа того)"
Санкт-Петербург,neutral ,"Само мероприятие хорошее и интересное.;  ;  Начало в событиях было указано в 14:45 — по факту в 15:00.;  ;  К концу мероприятия никого из организаторов не было — эту ФОС пришлось искать самостоятельно.;  ;  Неприятный момент с апсейлом во время самого события, о котором никто не предупреждает, против самого апсейла ничего против не имею, но хотелось бы получать эту информацию еще на карточке мероприятия, а так, помимо токена, пришлось оплачивать порядка 2 тыс. рублей, что не критично, но впечатление от мероприятия «Лета вместе» испортило."
Москва,positive,"спасибо за отличную информативную экскурсию от проекта ;Москва глазами инженера;. Свои рассказы гид подкреплял распечатанными фото репродукций, портретов и тд из своей папочки. Было интересно, но не ;душно;. ;  при этом не хватало каких-то смешных / ярких фан-фактов, которые бы запомнились и пригодились при общении с друзьями. по прошествии месяца к. сожалению уже не помню ничего из того, что рассказывал гид"
Москва,positive,"Спасибо за отличную информативную экскурсию от проекта ;Городские сказки;. Свои рассказы гид подкреплял распечатанными фото репродукций, портретов и тд из своей папочки. Было интересно, абсолютно не ;душно;, много фан-фактов про людские страсти, которые запомнились и с легкостью можно ;козырнуть; перед друзьями при сл прогулке по Москве. экскурсия очень понравилась!"
Москва,positive,"формат винного казино, но на пиве сам по себе необычен и интересен. ;  было много вкуснейших закусок. заводная девушка-ведущая. ;  а вот дегустационные пивные семплы были спорными, далеко не все понравилось, но это была отличная возможность попробовать что-то, чтобы я никогда самостоятельно не заказала и не купила бы. при этом наливали очень небольшие порции (примерно по 50 мл пива каждого из 5 видов за 2.5 часа игры), так что впечатления противоречивые. ;  вроде бы идешь в бар с понятной целью, а цель не достигнута. поэтому 8/10. ;  при этом повторить что-то подобное в сл году точно стоит, тк формат ;не избитый;"
Москва,positive,"милейшая девушка- инструктор, все объяснила, подходила и помогала каждому индивидуально по запросу. всем хватило материалов, а готовые работы упаковали в коробочки. расслабляющее и почти медитативное занятие по изготовлению свечи. супер! спасибо и организаторам и Яндексу :)"
Москва,neutral,"описание мероприятия сильно отличалась от факта. ;  согласно описанию ;Приготовим национальный узбекский плов в формате мастер-класса и соревнования между командами; сложилось впечатление что участники будут сами готовить плов. по факту плов готовили профессионалы, а у яндексоидов в это время была возможность попить пива. при этом закуски довольно быстро закончились. музыка норм, но в целом это выглядело как хипстерский фестиваль. а не как Фестиваль плова."
Москва,positive,"хорошо организованный художественный мастер класс.;  всем хватило материалов. инструктор-художник давала поэтапные задания, в результате которых получилась картина +/- схожая с референсом. ;  также в зале работали еще 2 художника, наблюдающие за процессом и помогающие желающим. таким образом всем участникам хватило внимания наставников. ;  для сохранности работ в конце их покрыли лаком и выдали файлик (мультифору). так что работа доехала до дома без проблем - спасибо организаторам за то, что продумали даже это. ;  в помещении была вода, приличный WC, где можно было отмыть руки от пастели. ;  этот мастер класс - прекрасная возможность попробовать что-то новое. ;  спасибо!"
Москва,neutral,"Экскурсия была местами интересная (про автобусы и трамваи), но все же немного странная. Мы ходили между рядами кушающих людей и слушали про меню + дизайн интерьера. ;  Жалко токен"
Москва,neutral,"Очень не хватало питьевой воды.;  Также на верёвочный парк была огромная очередь. Прождали в ней минут 40, что сильно досадно.;  ;  В остальном очень понравилось"
Москва,positive,"Классно пообщались с коллегами, очень вкусно покушали. Познакомились с интересной игрой.;  ;  Ведущий провёл игру плохо. Не отыграл финал из-за чего огромная часть игровых механик и наших решений потеряла смысл.;  Качеством проведения игры остался сильно разочарован.;  ;  Но в целом вечер прошёл отлично"
Москва,negative,"По помещению: кондиционера нет, если бы не было пасмурной погоды, мы бы задохнулись. Но было всё равно душно + неудобные стулья для формата лекции. Ещё зачем-то были аромопалочки, которые потом к счастью убрали;  ;  По лектору:;  Девушка видимо в первый раз рассказывала материал и сама не знала что рассказать. По всем видам из описания мы конечно пробежались, но в основном в формате ;есть вот такой фасон;. Ни истории создания, ни как культура влияла на моду информации практически не было. На слайдах было больше текста, чем примером. ;  ;  Когда девушка начала рассказывать псевдоисторические факты (люди 100 лет назад были очень маленткие, поэтому в музеях обувь 35 размера и перчатки словно детские), я поняла, что лучше не доверять ничему из сказанного. В итоге из двух часов сама лекция заняла час, потом ещё можно было поболтать с лектором;  ;  Единственное мероприятие от ;Глазами инженера;, которое мне абсолютно не понравилось. Дело конечно же в лекторе, а не в организации"
